Question_ID,Question,Selections,Answer,Explanation
57,下列关于定性研究特点的说法 ，正确的是 （）。,A. 定性研究强调应事先设定明确的研究假设B. 定性研究强调运用标准化的工具收集资料C. 定性研究的研究者注重研究成果的普遍指导意义D. 定性研究的研究者注重将被研究对象视为自己人,D,"本题考查的是定性研究和定量研究的特点。1.研究和理论的关系。定量研究主要将一般原理应用到特殊情境,通过收集资料和分析数据来验证假设,是一种理论检验。定性研究不一定事先设定研究假设,其假设可以在研究过程中逐步形成和完善;它基于描述性分析,对过程发现进行抽象提炼,从而是一种理论建构。2.研究者与研究对象的关系。定量研究中,研究者被视为外人, 其研究设计旨在排除研究者对研究对象的影响，并在过程中体现价值中立。定性研究中,研究者要使自身被研究对象视为自己人,在研究过程中对自己与研究对象的关系进行反思和调适,注重站在对方立场审视、领悟和分析具体事实。3.研究策略。定量研究通过文献回顾和实地探索,归纳提炼出研究问题和研究框架,然后进行研究设计,依托量表、问卷等标准化测量工具收集资料,并对所得资料进行统计分析,以发现变量之间的关系;它追求研究资料和研究结论的精确性。定性研究的研究设计则灵活变化,主要采用实地研究策略,通过参与观察、课度访谈、生活史等方法收集资料,并根据当时当地情况和研究者的过程感悟,修改、完善和深化研究细节,获取文字资料,以深人理解所研究的具体现象。4.资料特性。定量研究主要收集和分析量化的资料、可操作的变量和统计数据;如发现社会工作培训项目的参与者对教师讲授的总体评价。怡伯研究则主要获取描述性的信息,如探究某人在失业初期的心路历程。5.结果范围。心量研究注重研究问题的普遍性、代表性及普遍指导意义;如发现社区多数居民对公共安全的需求。定性研究则注重研究对象、有助于发现研究问题的个别性和特殊性,以此发现问题或提出发现问题的新视角;如发现个案社会工作的潜在服务对象的偏差行为与其儿时经历的关系。定性研究将被研究对象视为自己人,D选项正确。A、B、C选项都属于定量研究的特点。故选D。"
58,某城区计划开展一次居民环保观念与行为调查 。负责该调查的社会工作者在访问员培训会上讲道 ： “这次调查问卷主要包括三个部分 ，共 20 个调查问题 。第一个部分是收集居民个人基本信息 ，第二个部分是了解居民的环保意识 ，第三个部分是考察居民关于垃圾分类的知识与行为 ……” 上述社会工作者讲解的内容是 （）。,A. 介绍研究背景 B. 演练访问技巧C. 明确工作态度 D. 说明问卷内容,D,"本题考查的是问卷资料收集中“访问员选拔与培训“。研究者要对访问员进行培训。介绍研究背景、说明问卷内容、明确工作态度、演练访问技巧、现场提问互动是访问员培训的主要内容。依据题干“这次调查问卷主要包括三个部分,共20个调查问题“。可知讲解内容为“作明问卷内容“,故选D。"
59,社会工作者老姚计划为某乡村小学三年级的 20 名留守儿童开展成长小组服务，旨在提高留守儿童的自信心 。为科学评估小组工作的成效 ，老姚准备运用前后测控制组设计的方法开展研究 。为此 ，老姚在开设小组之前需要做的是 （）。,A. 运用自信量表对 20 名留守儿童进行测评，得分较低的作为实验组B. 运用自信量表对 20 名留守儿童进行测评 ，得分较高的作为实验组C. 随机将 20 名留守儿童分为实验组和对照组 ，并用量表测量儿童的自信水平D. 将 20 名留守儿童作为实验组 ，再随机选出自信水平相近的儿童作为对照组,C,"本题考查的是实验研究中的前后测控制组设计。前后测控制组设计就是先把对象随机分配到实验组和控制组,然后测量两组某指标的水平,再对实验组进行柄种干预,此后对两组再测。实验组该指标的前后变化与控制组该指标的前后变化之间的荣异就视为干预效果。所以,社工在开设小组之前需要做的是“随机“将20名留守儿童分为实验组和对照组,并用量表测量儿童的日信水平。故选C。"
60,社会工作者小魏计划运用焦点小组访谈法来了解残联工作人员 、 残障人士及其家属对现有助残服务的看法与期待 。小魏的下列做法中 ，正确的是 （）,A. 在访谈前应告知访谈对象注意发言的分寸B. 在开展访谈时应关注访谈对象之间的互动C. 安排残联工作人员 、 残障人士及其家属一起共同参加访谈D. 在引导访谈对象积极地表达意见时 ，主动分享自己的想法,B,"本题考查的是焦点小组访谈法。焦点小组是将许多对象放在一起同时进行的集体访问。焦点小组的访问过程不仅是访问者和被访问者的互动过程,而且是被访问者之间的互动过程。故选B。"
61,近年来，一些城市在殡葬服务领域引入社会工作服务，为逝者家属开展哀伤辅导，对殡仪馆员工进行人文关怀和沟通技巧培训，综合多种理论建构了本土化的服务方式 。从社会工作专业化发展的角度看 ，上述做法体现了社会工作的 （）。,A. 工作对象拓展 B. 目标模式变化C. 专业方法发展 D. 整合发展取向E. 服务模式形成,AC,"本题考查的是社会工作专业化的发展。依据题干,“在殡葬服务领域引人社会工作服务,为逝者家属开展哀伤辅导,对殡仪馆员工进行人文关怀和沟通技巧培训“体现了工作对象的拓展,A选项正确。“综合多种理论建构了本土化的服务方式“体现了专业方式的发展,C选项正确。故选AC。"
62,社会工作者拟采用变迁型学校社会工作方式为流动儿童提供服务。下列服务中，属于变迁型学校社会工作方式的有 （）,A. 促进家庭和学校间的联系并提供追踪服务B. 建立微信公众号定期推送学生的学习动态C. 成立学习互助小组帮助学生熟悉当地教材D. 对初中厌学学生提供情结支持和矫正服务E. 开展成长训练营以帮助学生融入城市生活,CE,"本题考查的是学校社会工作的类型。(1)治疗型学校社会工作:,针对“问题学生“失常的心理和行为而开展的工作,其目的是帮助他们解央问题、正常发展;(2)变迁型学校社会工作,帮助学生适应剧烈的社会变迁而开展的工作,包括各种辅导活动;(3)社区一学校型社会工作:把社会工作延伸到学校之外,包拍联系学生家长、实现家校沟通、对离校学生提供追踪服务、开展社区教育以利于学生学习与成长等。A选项“追踪服务“、B选项“推送动态“均属于社区一学校型社会工作;D选项“厌学学生““矫正服务“属于治疗型学校社会工作,均可排除。C选项“熟悉当地教材” E选项“融人城市生活” 均属于帮助流动儿童适应变迁的服务,故选CE。"
63,社会工作者伦理守则是对社会工作者在实践中的一般规定，指导社会工作者“应该做什么和不应该做什么” ，其主要作用有 （）。,A. 维护社会正义 B. 帮助社会工作者规避风险C. 保护服务对象的权益 D. 推动社会工作服务机构的能力建设E. 促进社会工作专业的健康发展,ACDE,本题考查的是社会工作者伦理守则的作用。社会工作伦理守则的作用包括:(1)保护服务对象的权益。(2)帮助社会工作者解决伦理难题。(3)促进专业的健康发展。(4)促进社会服务机构的能力建设。(5)维护社会正义。故选ACDE。
64,社会工作者小周在一次个案面谈中得知，服务对象小李已成功戒毒 ，但在吸毒期间染上了艾滋病 。小李因为害怕失去妻子 ，要求小周一定为他保密 。妻子则经常向小周抱怨小李行为怪异 ，对自己感情冷淡 ，怀疑他对婚姻不忠 ，并希望通过怀孕来保全自己的婚姻和家庭 。根据社会工作专业伦理 ，小周宜采取的以下做法有 （）。,A. 将小李的病情直接告知其妻子，请她多加关注B. 为小李疏导情绪 ，减轻精神压力积极面对问题C. 征得小李同意后 ，为他介绍病友自助互助小组D. 将小李的全部情况在机构个案报告会议中讨论E. 与小李的妻子探讨该如何维系他们的婚姻关系,BC,"本题考查的是社会工作专业伦理在实践中的应用。(1)保密:未经服务对象允许不得向第三方透露涉及服务对象个人身份资料和隐私信息,A选项“直接告知其妻子“、D选项“全部情况讨论“是错误的。(2)服务对象自决:服务对象有权利在充分知情的前提下选择服务内容、方式,并在事关服务对象利益的决策中起主导作用。选项“与小李的妻子探讨“是错误的。故选BC。"
65,小王是大一新生，性格内向，家境优越，上高中时因看不惯宿舍同学的卫生习惯选择走读 。上大学后 ，小王因为不适应集体生活 ，开始失眠 ，食欲下降 ，身体急剧消瘦 ，精神状态越来越差 。宿舍同学发现小王的情况后 ，主动关心他 ，帮助其改善失眠状况 ，提升睡眠质量 。下列关于同辈群体的特点及其对个体行为影响的说法 ，正确的有 （）。,A. 宿舍同学的支持能够帮助小王尽快适应集体生活B. 宿舍应当建立严格的熄灯制度以约束同学的行为C. 小王应接受宿舍同学的行为习惯，以便融入集体D. 小王与宿舍内的每一位同学的地位应该是平等的E. 小王睡眠改善后 ，对宿舍生活有了较强的认同性,AD,"本题考查的是同辈群体的特点及作用。同辈群体的特点有:(1)平等性(D选项正确)。(2)开放性。(3)认同性。(4)独特性。同协群体对个体行为的发展具有重要作用:(1)它对个体的认知发展、行为塑造、情绪表达、精神追求及支持系统均有直接影响(A选项正确);(2)同辈群体往往有一套自己的价值标准,当这些标准与社会主流的价值标准一致时,会有利于群体成员形成积极的行为,但当这些标准与社会主流的价值标准不一致时,会对群体成员的行为起消极影响;(3)作随个体的成长,同辈群体在不同的社会系统中扮演着不同的角色,这种角色的多样化对群体成员来说具有多种意义。依据题干,“宿舍同学发现小王的情况后,主动关心他,帮助其改善失眠状况,提升睡眠质量“。B选项“严格制度“是错误的。C选项“接受宿舍同学的行为习惯“是错误的。E选项“认同性“未在题干中体现。故选AD。"
66,服务对象陈先生因工受伤致肢体残疾 ，失去工作 。社会工作者上门走访时了解到 ，陈先生的大儿子 16 岁 ，辍学后靠打零工生活 ；小儿子 6 岁 ，还未上学 ；妻子外出不归 ，两个孩子无人照顾 ，衣着脏乱 ，家中无人收拾 ，杂物堆积 。陈先生残疾后深感自卑 ，不愿与亲友邻居来往 ，也不想接受政府救助 。下列社会工作者对陈先生问题的分析 ，符合系统理论的有 （）。,A. 陈先生因身体残疾减少了与亲友和邻居的交往，与非正式系统的关系疏离B. 陈先生很少与政府和社会服务机构接触 ，未能从正式系统获得有效的支持C. 陈先生妻子离家 、 大儿子辍学 、 小儿子无人照顾 ，家庭呈整体性结构失能D. 陈先生的自我评价低 ，认知系统失调 ，是他不愿意与外界接触的根本原因E. 陈先生对外部支持系统认识不足 ，导致长期的无力感 ，形成消极应对模式,ABCE,"本题考查的是系统理论。服务对象所遇到的问题既有生理、心理根源,也有社会环境方面的原因。社会支持网络薄羽、社会分配制度不公、压迫性社会环境的限制等,都是造成服务对象问题的根源,而服务对象自身的生理、心理问题也是造成其出现问题的因索。在系统理论看来,服务对象的问题最终是由其身心问题与环境问题共同造成的,因此助人过程必须将服务对象放到其所在的系统之中去才能真正为他们提供有效的帮助。在系统理论看来,系统在动态的变化过程中维持稳定和平衡,系统内部的子系统之间不是简单的线性联系,而是存在着多元互动或互为因果的循环大系。A、B、C、E选项正确;D选项认为问题是陈先生个人的认知系统失调造成的,忽视了其他系统的作用,说法错误。故选ABCE。"
67,小曼因失恋导致心情烦躁 ，情绪低落 ，面对家人的安慰越发烦躁 。小曼脑海中时常浮现前男友与她分手的场景 ，觉得人生没有意义 ，时常失眠 ，甚至想要自杀 。小曼在朋友的陪伴下向社会工作者求助 。根据危机介人的基本原则 ，以下社会工作者适宜的做法有 （）。,A. 辨识小曼面临的危机及其危险程度B. 辨识小曼的错误想法 ，帮助其改变C. 赞赏小曼寻求帮助的行动 ，强化信心D. 协助小曼觉察家人和朋友对她的关心E. 引导小曼探索经历失恋对生活的意义,ACDE,"本题考查的是危机介入的基本原则。危机介人的基本原则:(1)及时处理:由于危机的意外性强、造成的危害性大,而且时间有限,需要社会工作者及时接案、及时处理,尽可能减少对服务对象及其周围他人的伤害,抓住有利的、可改变的时机(A选项正确)。(2)限跋目标:危机介人的首要目标是以危机的调适和治疗为中心尽可能降低危机造成的危害,避免不良影响的扩大。只有把精力集中在目前有限的目标上,社会工作者才能与服务对象共同协商和处理面临的危机。(3)输人希望:危机发生之后,服务对象通常处于迷茫、无助、失望的状态中,所以在危机中帮助服务对象的有效方法是络服务对象输人新的希望,让服务对象重新找回行动的动力(C选项正确)。(4)提供支持:在帮助服务对象面对和处理危机过程中,社会工作者需要充分利用服务对象拥有的周围他人的资源,如父母亲的关心、朋友的支持等,为服务对象提供必要的文持。当然,同时也需要培养服务对象的自主能力(D选项正确)。(5)-侥复自尊:危机的发生通常导致服务对象身心的混乱,使服务对象的自尊感下降。社会工作者在着手解决服务对象的危机时,首先需要了解服务对象对自己的看法,帮助服务对象恢复目信(E选项正确)(6)培养自主能力:危机是否能够解决,最终取决于服务对象是否能够增强自主能力。虽然服务对象在危机中自主能力有所下降,但社会工作者不能认为服务对象缺乏自主能力。实际上,整个危机介人过程就是社会工作者帮助服务对象增强目主面对和克服危机能力的过程。B选项“辨识错误想法“属于认知行为理论,可排除。故选ACDE。"
68,小郭大学毕业后，一直未找到工作，整日在家打游戏 ，其母亲寻求社会工作者大林的帮助 。经过 3 个月的服务 ，小郭的行为有所改善 ，服务目标基本达成 ，进入结案阶段 。此时 ，下列大林适当的做法有 （）。,A. 征询小郭母亲意见 ，决定是否结案B. 提前告知小郭结束个案服务的时间C. 与小郭一起寻找打游戏之外的生活安排D. 与小郭电话商讨结案后跟进服务的计划E. 告诉小郭因时间原因而不得不终止个案服务,BD,"本题考查的是个案工作结束阶段的任务。依据题干“服务目标基本达成“可以结案,A、E选项错误。在结束阶段,社会工作者需要做好以下4项工作:一是预先告知服务对象,让服务对象对服务结束做好准备(B选项正确);二是巩固服务对象在已经开展的服务工作中获得的改变和进步;三是与服务对象一起进一步探讨影吴名题解决的因索,为服务对象结案之后独立面对问题做好准备;四是鼓励服务对象表达结案时的情绪,与服务对象一起探讨结案后的跟进服务(D选项正确)。C选项属于开展服务阶段,可排除。故选BD。"
69,朱女士与冯先生育有一双儿女 ，儿子康康上小学 ，女儿妞妞上幼儿园 。夫妻俩工作繁忙 ，无法顾及家庭 ，只能与冯先生的父母一起居住 ，共同照顾孩子 。朱女士与公婆在教养孩子方面的理念和方法差异较大 ，婆媳经常争吵 ，严重时关至恶语相向 。最近半年 ，康康的学习成绩明显下降 ，变得沉默寡言 ，冯先生寻求社会工作者老袁的帮助 。在预估阶段 ，老袁需要对冯先生家庭问题进行分析 ，其以下内容应该包括  （）。,A. 冯先生家庭问题的干预建议B. 冯先生家庭成员的能力和拥有资源C. 冯先生家庭问题的主要表现D. 冯先生家庭服务策略中的理论依据E. 冯先生家庭问题的主要成因,ABCE,"本题考查的是个案工作中预估与问题诊断阶段的主要内容。在完成服务对象问题的预估之后,社会工作者还需要对服务对象的问题作一个分析,即从专业的角度对服务对象问题的成因作一个推断,并且就需要改善的方面提出建议。分析的内容通常包括4个方面:一是服务对象问题的主要表现(C选项正确);二是服务对象问题的成因(E选项正确);三是服务对象的能力和环境中拥有的资源(B选项正确);四是实施干预的建议(A选项正确)。D选项属于制订计划的主要内容,可排除。故选ABCE。"
70,社会工作者老杨计划为社区内的随迁老人开设小组，以帮助他们适应新的生活 。在小组开始阶段，为了营造信任的小组氛围，以下老杨适宜的做法有 （）。,A. 组员发言后，老杨运用同理和真诚等技巧予以回应B. 创造更多表达机会，引导组员之间相互回馈和关怀C. 自我介绍环节邀请组员分享兴趣爱好 ，寻找相似性D. 允许组员将彼此的误解留到小组结束后再解释澄清E. 以社会工作者为中心引导讨论 ，组员可不发表观点,ABC,"本题考查的是开始阶段社会工作者的任务。“营造信任的小组气氛“包括:(1)主动与组员沟通,建立信任关系。可以运用同理心,站在组员的角度考虑问题,倾听他们的问题,并作出真诚有效的回应(A选项正确)。(2)创造机会让组员表达目己的想法,通过组员间的相互回停和关怀自然地产生信任(B选项正确)。(3)寻找并强调组员之间的相似性。可以邀请组员分享人生经验或感兴趣的事情等。当组员发现彼此之间存在相似性时,小组的凝聚力就开始产生(C选项正确)(4)澄清组员之间的可能误解。在小组开始阶段,由于组员互相不熟悉,或不愿意与其他组员继续沟通,可能会出现一些误解。因此要积极引导组员相互沟通,并协助对方澄清误解(D选项“小组结束后再解释澄清“错误)(5)培养组员积极倾听他人意见的良好习惯(E选项错误)。故选ABC。"
71,某阳光家园的智障人士通过小组活动掌握了基本的生活技能，改善了自身状况 。在小组活动结束阶段，社会工作者小周对照现实生活情境，让组员在小组中练习他们学习到的行为技巧，并注重观察组员的变化，给予肯定和鼓励，让他们勇于面对未来的生活 。小周的上述做法中 ，体现出协助组员保持小组经验的有 （）,A. 模拟练习 B. 树立信心 C. 寻求支持D. 鼓励独立 E. 跟进服务,AB,"本题考查的是结束阶段社会工作者的任务。“协助组员保持小组经验“包括:一是模拟练习。模拟现实的生活环境,让组员在小组中练习他们学到的行为规范等(A选项正确)。二是树立信心。观察组员的变化,鼓励和肯定,让他们对离开小组后的生活充满信心(B选项正确)。三是寻求支持。帮助组员得到其家人、社区或周围其他人的支持,以维持在组员身上已经产生的变化。四是鼓励独立。鼓励组员独立完成工作,逐步降低小组对组员的吸引力,以避免其在结束时对小组过度依赖。五是跟进服务。如转介、跟进聚会、安排探访等。其中路进聚会通常安排在小组结束后的两个月后、三个月后或半年后。依据题干,“让组员在小组中练习他们学习到的行为技巧“属于模拟练习,“并注重观察组员的变化,给予肯定和鼓励“属于树立信心,故选AB。"
72,在抑郁症患者支持小组中，组员小梅不太愿意与其他组员在小组中主动交流，表现出较低的自我价值感 。社会工作者发现这种情况后 ，从个人层面为小梅提供服务 ，帮助其提升自信心、 提高其自我价值 。下列社会工作者适宜的做法有 （）。,A. 小组开始前或结束后，找机会与小梅单独面谈，鼓励她敞开心扉B. 关注小梅的表现，发现其积极变化，并在小组中近时地给予赞扬C. 与社区抑郁症康复俱乐部联系 ，让小梅去参加俱乐部的康复活动D. 利用小组的凝聚力 ，形成动力 ，促进小梅与其他组员之间的互动E. 聆听了小梅的分享感受后 ，立即联系其他的组员 ，给予即时反馈,ABE,"本题考查的是小组成员个体的介入技巧。包括以下三个方面:(1)促进个体自我改变:当小组组员的功能失调和非理性信念是由于其个人身心发展失衡造成时,社会工作者需要干预个体的自我行为和想法,聚焦于认知及其影响,也就是个体的想法、信念、价值观、感知和情绪。具体协助个体自我改变的步骤包括:识别和区分想法、感觉和行为;意识到特定想法、感觉和行为之间的关联;分析合理性的想法和信念;改变非理性的想法和信念(A、B选项正确)(2)促进组员之间的相互学习:当小组组员需要进一步发展与其他人相似的技能时,社会工作者需要采取促进组员之间相互学习的介入技巧。考虑到小组能够为组员提供展示其人际交往技巧和获得反债的机会,因此,在小组中,反复观察其他人的行为和练习新的技能可以更有效地学习。社会工作者在小组工作中利用角色扮演的方式,促进组员之间通过观察的方式学习新的技能(E选项正确)。(3)改善个体环境:当小组组员由于缺少资源而产生问题或者环境影响其实现生活目标时,社会工作者考虑介入组员个体的生活环境。环境的干预能够帮助组员修正或改善生理和心理状况,具体技巧包括链接具体的资源、扩大社会支持网络、建立应急事件管理程序以及改变身体质素。C选项“与社区抑郁症康复俱乐部联系“属于改变小组外部环境的介入技巧中的链接机构之间的网络;D选项“利用小组的凝聚力,形成动力“属于对小组整体介入技巧的有效利用小组整合动力。故选ABE。"
73,某社会工作服务机构应邀参与某城区推进的 “15 分钟社区生活圈” 建设行动，与居委会合作确定该社区实施方案 。社会工作者根据社会策划模式 ，采用不同方法确定社区需要 。下列做法中，运用社会指标方法来评估需要的有 （）。,A. 通过专业认可的标准分析需要 B. 通过问卷调查服务对象需要C. 通过社会认可的标准分析需要 D. 通过焦点小组座谈确立需要E. 通过深度访谈居民来评估需要,AC,"本题考查的是社会策划模式实施策略的“确定需要“任务。评估需要的主要方法有:一是参与性方法,即由服务对象参与确定需要;一是社会指标方法,即用社会或专业所认可的指标数字来推断出需要(A、C选项正确);三是服务使用情况方法,即通过目前使用服务者的资料了解“需要“的情况,如使用率、等候人数等;四是社区调查方法,即运用余量研究方法,通过问卷调查等手段了解居民的需要。B选项属于社区调查方法,D、E选项属于参与性方法,均可排除。故选AC。"
74,“联结” 是发展自助组织的重要技巧。下列做法中，体现“联结”技巧的有 （）。,A. 家庭照顾者自助小组中 ，给组员们示范与老人沟通的技巧B. 残障儿童家长自助小组中 ，用角色扮演再现亲子互动过程C. 癌症病人自助小组中 ，请大家介绍康复阶段存在的共同点D. 糖尿病人自助小组中，鼓励大家交流日常饮食的注意事项E. 慢病管理自助小组中，邀请医生讲解自我保健理念和知识,CDE,"本题考查的是发展自助小组的“联结“技巧。将有特殊需要或者面对某些共同困难的人士联纲到一起是社会工作者发展自助小组的首要技巧,也是最有效的技巧之一。通过某些组员之间的共同点而将他们联结起来是建立关系的第一步。以癌症病人的自助小组为例,相同的患病时间、治疗经历、康复阶段等都可以成为联结组员的共同点(C选项正确)。此外,鼓励组员分享经验(D选项正确)、释放情绪,同时提供适当的资源和信息(E选项正确),可以让组员体会到互相关怀的气氛,也是联结组员的手法。更重要的是,社会工作者要协助组员界定他们的共同需要,并以此作为联结点,增强组内的疑聚力,确定小组的功能和未来的发展方向。故选CDE"
75,为庆祝 “国际劳动妇女节” ，社区社会工作者小李组织了 “巧手生活 ，花样人生 “创意手工DIY活动。为了日后手工小组的常态化运作 ，小李期望通过活动发现具有领导特质的居民 。为此 ，他在活动现场应重点观察的参加者下列特质有 （）,A. 聪明手巧 B. 专注倾听 C. 热爱群体 D. 乐于助人E. 善于表现,BCD,"本题考查的是社区带头人的内涵。社区带头人是指能够把握社区社会组织期望和要求的实质,代表社区社会组织意愿,为社区社会组织行动提供方向和意见的核心人物。一个好的社区带头人往往拥有以下特点:热爱群体(C选项正确)、咤文朋友;重视聆听(B选项正确),容易与他人建立良好人际关系;勤奋工作;乐于助人(D送项正确);有良好的表达能力;思想开放,不故步自封;勇敢面对困难;严于律己;B我认同感强;能协助他人建立自信;有广阀视野,具有历史感和前瞬性;善于处理压力。事实上这些特质的要求非常高,很少有社区带头人能够完全具备或拥有。社会工作者在鼓励居民参与的同时,应留意观察有郧些居民拥有以上居民带头人的特征,并加以发掘和适当栽培,达到事半功俘之效。故选BCD。"
76,某社会工作服务机构在易地搬迁集中安置社区开展服务，帮助搬迁群众融人新生活 。最近，该机构对社区服务点的工作进行效果评估，主要内容应包括 （）。,A. 评估安置社区居民的数量变化 B. 评估社区居民社区融合的改善情况C. 评估社区居民对于服务的需求 D. 评估服务社区居民的总体经费支出E. 评估社区居民对服务的满意度,BDE,"本题考查的是评估的类型与内容。方案策划者在设计服务方案的同时也应设计有效的评估方法,用来检验各项行动计划中所要推行的“方案活动“是否根据原定计划和日期推行和完成,更重要的是看确定的方案活动是否能实现目标以及达到的程度如何。方案的评估一般采用两种方法:过程评估和结果评估。(1)过程评估关注方案宝施过程中服务对象和人数的变化,服务方案中必须完成的主要工作项目的完成情况、资源使用情况、经费支出情况是否按照预定的日期进行。(2)结果评估主要测量的是方案实施后所产生的效果,包括目标实现程度和服务对象的改变程度。A选项属于过程评估,C选项属于需求评估,可排除。故选BDE。"
77,社会工作者老王担任某乡社工站站长，带领新入职的驻站社会工作者开展工作 。为了与他们建立良好的关系，促进团队合作，老王可以组织开展的下列工作有 （）。,A. 带领大家探讨实现社工站服务目标的途径B. 推动大家建立并认真落实社工站工作准则C. 调整同事之间合作不畅的社会工作者岗位D. 劝告主管部门勿更改社工站既定工作计刘E. 协助大家理解社工站与机构 、 乡镇的关系,ABC,"本题考查的是社会服务机构的领导方式。一个成功的领导者,一般都表现为能与员工建立良好的司作关系。具体方法包括:(1)领导者要让员工了解组织的工作方向和目标,了解员工彼此之间的关系和工作团队的实质及其目标实现的途径(A选项正确)(2)领导者必须能推动工作准则的建立,并使员工能够认同和执行(B选项正确)。(3)领导者应正视工作中出现的摩擦及不和,进行适当调整,以保障工作的顺利进行并达到预期的目标(C选项正确)。(4)领导者在计划与目标发生改变时,应及时、主动向员工说明改变了什么及为什么改变,使员工充分理解并积极合作(D选项错误)。E选项与题干无关,可排除。故选ABC。"
78,督导者老邱结合年度评估对某街道社工站进行本年度最后一次督导。下列督导内容中，属于行政性督导的有 （）。,A. 解读街道社工站建设的相关政策文件B. 推动街道社工站内工作人员团队合作C. 教导时间管理 、 人际沟通以及冥想等技巧D. 检查是否按照考核标准配备站点工作人员E. 考核是否完成计划规定的个案和小组数量,DE,"本题考查的是行政性督导的内容。行政性督导工作的主要内容包括:(1)社会工作者的招募和选择。督导者通过面试选择比较合适的候选人,这不但可以限制成员的差异性,也可以让符合条件的人在实现组织目标时充涧认同感和胜任感。(2)安置和引导工作人员。督导者要对新进人员进行安置和引导,让他们了解目己在机构中的位景,清楚掌握组织的行政环节、政策和制度等相关资讯,帮助他们在机构的人群网络中找到自己的位置。(3)工作计划和分配。社会工作者一旦被招募、聘用、引导和安置,督导就必须计划工作人员所要进行的工作。(4)工作授权、协调与沟通。工作授权则是让社会工作者知道自己可以做什么、不可以做什么,可以自主到什么程度、权限在哪里。(5)工作监督、总结和评估。督导监督和总结的内容包括是否达到最低要求、是否听取反馈信息、是否及时进行表扬和鼓励等。工作评估的内容包括服务是否按照计划完成(E选项正确),检查服务团队人员配置是否合理(D选项正确)、分配给工作人员的工作量是否合理。监督、总结和评估的方式包括听取工作人员的口头汇报、阅读书面记录和统计报告等。(6)督导者扮演多种角色。缓冲器角色、倡导者角色、机构变迁推动人。A、C选项属于教育性督导,B选项属于支持性督导,可排除。故选DE。"
79,社区社会工作者老张负责社区社会组织培育和管理工作 。社区环保志愿服务队队长吴大爷反映 ，最近部分志愿者参与热情降低 ，尤其是指导垃圾分类的志愿者抱怨 ，一些居民虽经多次指导但仍然 “旧习不改 “，还经常说志愿者多管闲事 。为此 ，老张决定对志愿者进行团体督导 ，并与吴大爷商量定期举办志愿服务经验分享会 ，其目的有（）。,A. 疏导因服务而产生的负面情绪 B. 监测评估志愿服务质量和效果C. 增强自我功能并协助建立自信 D. 了解居委会对志愿服务的期待E. 激励和维护志愿者的工作士气,ACE,"本题考查的是社会工作者督导志愿者的目标。依据题干,“志愿者参与热情降低” “志愿者拢怨“,反映出社会工作者督导需要提供“支持性督导“。志愿者督导支持功能的目标包括:(1)及时给予政励与关怀;(2)持续激励志愿者的工作士气(E选项正确);(3)增强目我功能与建立自信(C选项正确);(4)纤解因为服务所造成的负面情绪(A选项正确);(5)协助志愿者认清自我角色和肯定服务价值。故选ACE。"
80,下列关于社会工作研究报告撰写的说法，正确的有 （）。,A. 研究报告的结构需要与方法论和研究方法呼应B. 定量研究报告表明了其使用的就是量化的资料C. 需求评估报告与研究报告的结构基本是相似的D. 项目计划书的基本结构与需求评估报告有区别E. 项目的总结报告是实务工作和研究的最终产品,ACDE,"本题考查的是研究报告携写的基本原则。撰写研究报告要与方法论和研究方法呼应(A选项正确)。定量研究与定性研究的研究报告应该风格不同,但这亚不表明定量研究报告不能使用定性资料,反之亦然(B选项错误)。由于定量研究与余性研究视角不同、相互渗透和相互补充,因此,定性研究报告以质性资料为主但吸收量化资料,恰恰可以丰富表达风格,使资料有面有点,相互佐证、补充和深化,从而,提高资料厚度,加强论证力度,体现报告质量。反之亦然。因此,定量资料和定性资料结合,是研究报告应该体现的策略。需求评估报告、项目计划书和评估总结报告是特殊的社会工作研究报告。需求评估报告的结构与研究报告的一般结构大致相类(C选项正确),大致采用社会学的研究方法;项目方案书和需求评估报告的结构则另有特色(D选项正确)。项目总结报告是实务工作和实务研究的最终产品(E选项正确),是研究者和社会工作者反思学习从而提升实力的关键载体。把握需求评估报告、项目方案书和项目总结告的不同结构,是社会工作者的基本功。这些特殊研究报告的质量如何很大程度盂反映了社会工作者和社会工作研究者的功力。故选ACDE。"
